臺灣頻道,#genre#
美國-HISTORY,http://173.82.57.77:8890/fhtv.php?id=275
美國-GOD TV,http://173.82.57.77:8890/fhtv.php?id=276
美國-Box Nation,http://173.82.57.77:8890/fhtv.php?id=277
美國-Big Ten Network,http://173.82.57.77:8890/fhtv.php?id=278
美國-Sec Network,http://173.82.57.77:8890/fhtv.php?id=279
美國-NFL RedZone,http://173.82.57.77:8890/fhtv.php?id=280
美國-NESN,http://173.82.57.77:8890/fhtv.php?id=281
美國-Tennis,http://173.82.57.77:8890/fhtv.php?id=282
美國-UFC Network,http://173.82.57.77:8890/fhtv.php?id=283
美國-TNT,http://173.82.57.77:8890/fhtv.php?id=284
美國-NAT-GEO,http://173.82.57.77:8890/fhtv.php?id=285
美國-MTV,http://173.82.57.77:8890/fhtv.php?id=286
加拿大-CP 24 Canada,http://173.82.57.77:8890/fhtv.php?id=1247
加拿大-CBC News,http://173.82.57.77:8890/fhtv.php?id=1248
加拿大-CTV News,http://173.82.57.77:8890/fhtv.php?id=1249
加拿大-Business Network News,http://173.82.57.77:8890/fhtv.php?id=1250
加拿大-The Weather Network,http://173.82.57.77:8890/fhtv.php?id=1251
加拿大-CBC,http://173.82.57.77:8890/fhtv.php?id=1252
加拿大-CTV,http://173.82.57.77:8890/fhtv.php?id=1253
加拿大-Global,http://173.82.57.77:8890/fhtv.php?id=1254
加拿大-City,http://173.82.57.77:8890/fhtv.php?id=1255
加拿大-CHCH,http://173.82.57.77:8890/fhtv.php?id=1256
加拿大-CTV 2,http://173.82.57.77:8890/fhtv.php?id=1257
加拿大-OMNI 1,http://173.82.57.77:8890/fhtv.php?id=1258
加拿大-OMNI 2,http://173.82.57.77:8890/fhtv.php?id=1259
加拿大-TVO,http://173.82.57.77:8890/fhtv.php?id=1260
加拿大-Discovery Canada,http://173.82.57.77:8890/fhtv.php?id=1261
加拿大-TLC Canada,http://173.82.57.77:8890/fhtv.php?id=1262
加拿大-Love Nature,http://173.82.57.77:8890/fhtv.php?id=1263
加拿大-Food Network Cabada,http://173.82.57.77:8890/fhtv.php?id=1265
加拿大-Cooking Channel Canada,http://173.82.57.77:8890/fhtv.php?id=1266
加拿大-CTV Comedy,http://173.82.57.77:8890/fhtv.php?id=1267
加拿大-CTV Sci-Fi,http://173.82.57.77:8890/fhtv.php?id=1268
加拿大-Crave 1,http://173.82.57.77:8890/fhtv.php?id=1269
加拿大-Crave 2,http://173.82.57.77:8890/fhtv.php?id=1270
加拿大-Crave 3,http://173.82.57.77:8890/fhtv.php?id=1271
加拿大-Crave 4,http://173.82.57.77:8890/fhtv.php?id=1272
加拿大-TSN 2,http://173.82.57.77:8890/fhtv.php?id=1274
加拿大-TSN 1,http://173.82.57.77:8890/fhtv.php?id=1273
加拿大-TSN 3,http://173.82.57.77:8890/fhtv.php?id=1275
加拿大-TSN 4,http://173.82.57.77:8890/fhtv.php?id=1276
加拿大-TSN 5,http://173.82.57.77:8890/fhtv.php?id=1277
加拿大-SportNet ON,http://173.82.57.77:8890/fhtv.php?id=1278
加拿大-SportNet One,http://173.82.57.77:8890/fhtv.php?id=1279
加拿大-SportNet World,http://173.82.57.77:8890/fhtv.php?id=1280
加拿大-SportNet 360,http://173.82.57.77:8890/fhtv.php?id=1281
加拿大-NBA CA,http://173.82.57.77:8890/fhtv.php?id=1282
加拿大-TreeHouse,http://173.82.57.77:8890/fhtv.php?id=1283
加拿大-Teletoon,http://173.82.57.77:8890/fhtv.php?id=1284
加拿大-YTV,http://173.82.57.77:8890/fhtv.php?id=1285
加拿大-新時代東部,http://173.82.57.77:8890/fhtv.php?id=1286
加拿大-新時代西部,http://173.82.57.77:8890/fhtv.php?id=1287
加拿大-城市電視,http://173.82.57.77:8890/fhtv.php?id=1289
加拿大-新時代2,http://173.82.57.77:8890/fhtv.php?id=1288
印度DD News,http://173.82.57.77:8890/fhtv.php?id=463
印度HBO,http://173.82.57.77:8890/fhtv.php?id=464
印度ZeeNews,http://173.82.57.77:8890/fhtv.php?id=465
印度TEN1,http://173.82.57.77:8890/fhtv.php?id=466
印度TEN2,http://173.82.57.77:8890/fhtv.php?id=467
印度TEN3,http://173.82.57.77:8890/fhtv.php?id=468
印度And Pictures,http://173.82.57.77:8890/fhtv.php?id=469
印度Colors,http://173.82.57.77:8890/fhtv.php?id=470
印度NDTV,http://173.82.57.77:8890/fhtv.php?id=471
印度Zee Tamil,http://173.82.57.77:8890/fhtv.php?id=472
印度India TV,http://173.82.57.77:8890/fhtv.php?id=473
印度Sony Mix,http://173.82.57.77:8890/fhtv.php?id=474
印度Sony Sab,http://173.82.57.77:8890/fhtv.php?id=475
印度Star Movies,http://173.82.57.77:8890/fhtv.php?id=478
印度Star Plus,http://173.82.57.77:8890/fhtv.php?id=479
印度Zee Marathi,http://173.82.57.77:8890/fhtv.php?id=480
印度Zee Studio,http://173.82.57.77:8890/fhtv.php?id=481
印度Zee TV,http://173.82.57.77:8890/fhtv.php?id=482
印度Sony,http://173.82.57.77:8890/fhtv.php?id=483
印度Zee Cinema,http://173.82.57.77:8890/fhtv.php?id=484
印度Zee Classic,http://173.82.57.77:8890/fhtv.php?id=485
印度Tv9 Bharatvarsh,http://173.82.57.77:8890/fhtv.php?id=1125
韓日越泰,#genre#
韓國TVN MOVIE,http://173.82.57.77:8890/fhtv.php?id=1082
韓國-YTN Science,http://173.82.57.77:8890/fhtv.php?id=1092
韓國-EBS 2,http://173.82.57.77:8890/fhtv.php?id=1093
韓國-EBS Kids,http://173.82.57.77:8890/fhtv.php?id=1094
韓國-EBS English,http://173.82.57.77:8890/fhtv.php?id=1095
韓國-EBSPlus 1,http://173.82.57.77:8890/fhtv.php?id=1096
韓國-EBSPlus 2,http://173.82.57.77:8890/fhtv.php?id=1097
韓國-EBS1,http://173.82.57.77:8890/fhtv.php?id=1098
韓國-UBC SBS,http://173.82.57.77:8890/fhtv.php?id=1099
韓國-KTV,http://173.82.57.77:8890/fhtv.php?id=1100
韓國-SBS Star,http://173.82.57.77:8890/fhtv.php?id=1101
韓國-YTN,http://173.82.57.77:8890/fhtv.php?id=1061
韓國-KBS Dram,http://173.82.57.77:8890/fhtv.php?id=1062
韓國-NGC,http://173.82.57.77:8890/fhtv.php?id=1064
韓國-??TV,http://173.82.57.77:8890/fhtv.php?id=1065
韓國-SBS??,http://173.82.57.77:8890/fhtv.php?id=486
韓國-SBS Sports,http://173.82.57.77:8890/fhtv.php?id=487
韓國-OCN,http://173.82.57.77:8890/fhtv.php?id=488
韓國-iNet,http://173.82.57.77:8890/fhtv.php?id=490
韓國-????,http://173.82.57.77:8890/fhtv.php?id=492
韓國-半島國際新聞,http://173.82.57.77:8890/fhtv.php?id=494
韓國-OCNMOVIES,http://173.82.57.77:8890/fhtv.php?id=1020
韓國-KBS joy,http://173.82.57.77:8890/fhtv.php?id=1154
韓國-Tconvers,http://173.82.57.77:8890/fhtv.php?id=1134
韓國-Mnet,http://173.82.57.77:8890/fhtv.php?id=1136
韓國-KBS2,http://173.82.57.77:8890/fhtv.php?id=250
韓國-KBS1,http://173.82.57.77:8890/fhtv.php?id=174
韓國-MBC,http://173.82.57.77:8890/fhtv.php?id=251
韓國-SBS,http://173.82.57.77:8890/fhtv.php?id=252
韓國-JTBC,http://173.82.57.77:8890/fhtv.php?id=253
韓國-SBS FUNE,http://173.82.57.77:8890/fhtv.php?id=254
韓國-SBS CNBC,http://173.82.57.77:8890/fhtv.php?id=255
韓國-CNTV,http://173.82.57.77:8890/fhtv.php?id=256
韓國-MBN,http://173.82.57.77:8890/fhtv.php?id=257
韓國-Channel A,http://173.82.57.77:8890/fhtv.php?id=258
韓國-SBS PLus,http://173.82.57.77:8890/fhtv.php?id=262
韓國-KBSN???,http://173.82.57.77:8890/fhtv.php?id=264
韓國-MBC???+,http://173.82.57.77:8890/fhtv.php?id=265
韓國-Spotv,http://173.82.57.77:8890/fhtv.php?id=266
韓國-Spotv2,http://173.82.57.77:8890/fhtv.php?id=267
韓國-JTBC??,http://173.82.57.77:8890/fhtv.php?id=268
韓國-MBCevery1,http://173.82.57.77:8890/fhtv.php?id=476
日本-NHK World,http://173.82.57.77:8890/fhtv.php?id=117
日本-NTV,http://173.82.57.77:8890/fhtv.php?id=119
日本-NHKE,http://173.82.57.77:8890/fhtv.php?id=120
日本-NHK-G,http://173.82.57.77:8890/fhtv.php?id=121
日本-tvtokyo,http://173.82.57.77:8890/fhtv.php?id=123
日本-TBS,http://173.82.57.77:8890/fhtv.php?id=124
日本-大阪TV,http://173.82.57.77:8890/fhtv.php?id=126
日本-ABC朝日,http://173.82.57.77:8890/fhtv.php?id=127
日本-bs1,http://173.82.57.77:8890/fhtv.php?id=128
日本-jsport1,http://173.82.57.77:8890/fhtv.php?id=129
日本-jsport2,http://173.82.57.77:8890/fhtv.php?id=130
日本-jsport3,http://173.82.57.77:8890/fhtv.php?id=131
日本-jsport4,http://173.82.57.77:8890/fhtv.php?id=132
日本-wowo1,http://173.82.57.77:8890/fhtv.php?id=133
日本-wowo2,http://173.82.57.77:8890/fhtv.php?id=134
日本-wowo3,http://173.82.57.77:8890/fhtv.php?id=135
日本-STAR1,http://173.82.57.77:8890/fhtv.php?id=136
日本-STAR2,http://173.82.57.77:8890/fhtv.php?id=137
日本-STAR3,http://173.82.57.77:8890/fhtv.php?id=138
日本-animax,http://173.82.57.77:8890/fhtv.php?id=139
日本-Green,http://173.82.57.77:8890/fhtv.php?id=140
日本-読売テレビ,http://173.82.57.77:8890/fhtv.php?id=198
日本-毎日放送,http://173.82.57.77:8890/fhtv.php?id=199
日本-関西テレビ,http://173.82.57.77:8890/fhtv.php?id=235
日本-テレビ朝日,http://173.82.57.77:8890/fhtv.php?id=237
日本-BSプレミアム,http://173.82.57.77:8890/fhtv.php?id=238
日本-BSプレミアム,http://173.82.57.77:8890/fhtv.php?id=239
日本-BS日テレ,http://173.82.57.77:8890/fhtv.php?id=240
日本-BS朝日,http://173.82.57.77:8890/fhtv.php?id=241
日本-BS-TBS,http://173.82.57.77:8890/fhtv.php?id=242
日本-BSテレビ東京,http://173.82.57.77:8890/fhtv.php?id=243
日本-BS-FUJI,http://173.82.57.77:8890/fhtv.php?id=244
日本-GREEN,http://173.82.57.77:8890/fhtv.php?id=245
日本-SKY A,http://173.82.57.77:8890/fhtv.php?id=247
日本-Golf Network,http://173.82.57.77:8890/fhtv.php?id=249
日本-Tokyo MX1,http://173.82.57.77:8890/fhtv.php?id=33
日本-Japan Channel DX,http://173.82.57.77:8890/fhtv.php?id=39
日本-NTV News24,http://173.82.57.77:8890/fhtv.php?id=42
日本-時代劇の専門家,http://173.82.57.77:8890/fhtv.php?id=287
日本-MUSIC JAPAN,http://173.82.57.77:8890/fhtv.php?id=288
日本-KIDS,http://173.82.57.77:8890/fhtv.php?id=289
日本-Discovery,http://173.82.57.77:8890/fhtv.php?id=290
日本-衛星劇場,http://173.82.57.77:8890/fhtv.php?id=298
越南-THHN,http://173.82.57.77:8890/fhtv.php?id=1290
越南-LA34,http://173.82.57.77:8890/fhtv.php?id=1291
越南-THGL,http://173.82.57.77:8890/fhtv.php?id=1292
越南-PTP,http://173.82.57.77:8890/fhtv.php?id=1293
越南-QRT,http://173.82.57.77:8890/fhtv.php?id=1294
越南-THBT,http://173.82.57.77:8890/fhtv.php?id=1295
越南-KonTumTV,http://173.82.57.77:8890/fhtv.php?id=1296
越南-BPTV1,http://173.82.57.77:8890/fhtv.php?id=1297
越南-BPTV2,http://173.82.57.77:8890/fhtv.php?id=1298
越南-VITV,http://173.82.57.77:8890/fhtv.php?id=1299
越南-ANTV,http://173.82.57.77:8890/fhtv.php?id=1300
越南-ANTV,http://173.82.57.77:8890/fhtv.php?id=1301
越南-HBTV,http://173.82.57.77:8890/fhtv.php?id=1302
越南-KienGiangTV,http://173.82.57.77:8890/fhtv.php?id=1309
越南-KienGiangTV1,http://173.82.57.77:8890/fhtv.php?id=1310
越南-AnGiangTV,http://173.82.57.77:8890/fhtv.php?id=1311
越南-ANTV,http://173.82.57.77:8890/fhtv.php?id=1312
越南-BenTreTV,http://173.82.57.77:8890/fhtv.php?id=1313
越南-BinhPhuocTV1,http://173.82.57.77:8890/fhtv.php?id=1314
越南-BinhPhuocTV2,http://173.82.57.77:8890/fhtv.php?id=1315
越南-Da Nang TV1,http://173.82.57.77:8890/fhtv.php?id=1316
越南-DakLakTV,http://173.82.57.77:8890/fhtv.php?id=1317
越南-KhanhHoaTV,http://173.82.57.77:8890/fhtv.php?id=1318
越南-KienGiangTV,http://173.82.57.77:8890/fhtv.php?id=1319
越南-KienGiangTV1,http://173.82.57.77:8890/fhtv.php?id=1320
越南-PhuYenTV,http://173.82.57.77:8890/fhtv.php?id=1323
越南-QuangNamTV,http://173.82.57.77:8890/fhtv.php?id=1324
越南-KonTumTV,http://173.82.57.77:8890/fhtv.php?id=1325
越南-LongAnTV,http://173.82.57.77:8890/fhtv.php?id=1321
越南-NhanDanTV,http://173.82.57.77:8890/fhtv.php?id=1322
泰國-Thai PBS,http://173.82.57.77:8890/fhtv.php?id=1047
泰國-NBT,http://173.82.57.77:8890/fhtv.php?id=1048
泰國-DDTV,http://173.82.57.77:8890/fhtv.php?id=1138
泰國-Thairath TV,http://173.82.57.77:8890/fhtv.php?id=1139
泰國-ChanneL8,http://173.82.57.77:8890/fhtv.php?id=1140
